Index  Binary       Word      Braille6  Braille8  ShortBraille8  Braille8NumbersRaised                            
1064   10000101000  lunar     ⠇⠥⠝⠁⠗     ⡇⢥⠝⡁⣗     ⡇ ⢥ ⠝ ⡁        1237 1368 1345 17 123578                         
1065   10000101001  lunch     ⠇⠥⠝⠉⠓     ⡇⢥⠝⣉⢓     ⡇ ⢥ ⠝ ⣉        1237 1368 1345 1478 1258                         
1066   10000101010  luxury    ⠇⠥⠭⠥⠗⠽    ⡇⢥⠭⢥⣗⢽    ⡇ ⢥ ⠭ ⢥        1237 1368 1346 1368 123578 134568                
1067   10000101011  lyrics    ⠇⠽⠗⠊⠉⠎    ⡇⢽⣗⣊⣉⢎    ⡇ ⢽ ⣗ ⣊        1237 134568 123578 2478 1478 2348                
1068   10000101100  machine   ⠍⠁⠉⠓⠊⠝⠑   ⢍⡁⣉⢓⣊⠝⣑   ⢍ ⡁ ⣉ ⢓        1348 17 1478 1258 2478 1345 1578                 
1069   10000101101  mad       ⠍⠁⠙       ⢍⡁⡙       ⢍ ⡁ ⡙          1348 17 1457                                     
1070   10000101110  magic     ⠍⠁⠛⠊⠉     ⢍⡁⠛⣊⣉     ⢍ ⡁ ⠛ ⣊        1348 17 1245 2478 1478                           
1071   10000101111  magnet    ⠍⠁⠛⠝⠑⠞    ⢍⡁⠛⠝⣑⠞    ⢍ ⡁ ⠛ ⠝        1348 17 1245 1345 1578 2345                      
1072   10000110000  maid      ⠍⠁⠊⠙      ⢍⡁⣊⡙      ⢍ ⡁ ⣊ ⡙        1348 17 2478 1457                                
1073   10000110001  mail      ⠍⠁⠊⠇      ⢍⡁⣊⡇      ⢍ ⡁ ⣊ ⡇        1348 17 2478 1237                                
1074   10000110010  main      ⠍⠁⠊⠝      ⢍⡁⣊⠝      ⢍ ⡁ ⣊ ⠝        1348 17 2478 1345                                
1075   10000110011  major     ⠍⠁⠚⠕⠗     ⢍⡁⡚⢕⣗     ⢍ ⡁ ⡚ ⢕        1348 17 2457 1358 123578                         
1076   10000110100  make      ⠍⠁⠅⠑      ⢍⡁⠅⣑      ⢍ ⡁ ⠅ ⣑        1348 17 13 1578                                  
1077   10000110101  mammal    ⠍⠁⠍⠍⠁⠇    ⢍⡁⢍⢍⡁⡇    ⢍ ⡁ ⢍ ⢍        1348 17 1348 1348 17 1237                        
1078   10000110110  man       ⠍⠁⠝       ⢍⡁⠝       ⢍ ⡁ ⠝          1348 17 1345                                     
1079   10000110111  manage    ⠍⠁⠝⠁⠛⠑    ⢍⡁⠝⡁⠛⣑    ⢍ ⡁ ⠝ ⡁        1348 17 1345 17 1245 1578                        
1080   10000111000  mandate   ⠍⠁⠝⠙⠁⠞⠑   ⢍⡁⠝⡙⡁⠞⣑   ⢍ ⡁ ⠝ ⡙        1348 17 1345 1457 17 2345 1578                   
1081   10000111001  mango     ⠍⠁⠝⠛⠕     ⢍⡁⠝⠛⢕     ⢍ ⡁ ⠝ ⠛        1348 17 1345 1245 1358                           
1082   10000111010  mansion   ⠍⠁⠝⠎⠊⠕⠝   ⢍⡁⠝⢎⣊⢕⠝   ⢍ ⡁ ⠝ ⢎        1348 17 1345 2348 2478 1358 1345                 
1083   10000111011  manual    ⠍⠁⠝⠥⠁⠇    ⢍⡁⠝⢥⡁⡇    ⢍ ⡁ ⠝ ⢥        1348 17 1345 1368 17 1237                        
1084   10000111100  maple     ⠍⠁⠏⠇⠑     ⢍⡁⣏⡇⣑     ⢍ ⡁ ⣏ ⡇        1348 17 123478 1237 1578                         
1085   10000111101  marble    ⠍⠁⠗⠃⠇⠑    ⢍⡁⣗⠃⡇⣑    ⢍ ⡁ ⣗ ⠃        1348 17 123578 12 1237 1578                      
1086   10000111110  march     ⠍⠁⠗⠉⠓     ⢍⡁⣗⣉⢓     ⢍ ⡁ ⣗ ⣉        1348 17 123578 1478 1258                         
1087   10000111111  margin    ⠍⠁⠗⠛⠊⠝    ⢍⡁⣗⠛⣊⠝    ⢍ ⡁ ⣗ ⠛        1348 17 123578 1245 2478 1345                    
1088   10001000000  marine    ⠍⠁⠗⠊⠝⠑    ⢍⡁⣗⣊⠝⣑    ⢍ ⡁ ⣗ ⣊        1348 17 123578 2478 1345 1578                    
1089   10001000001  market    ⠍⠁⠗⠅⠑⠞    ⢍⡁⣗⠅⣑⠞    ⢍ ⡁ ⣗ ⠅        1348 17 123578 13 1578 2345                      
1090   10001000010  marriage  ⠍⠁⠗⠗⠊⠁⠛⠑  ⢍⡁⣗⣗⣊⡁⠛⣑  ⢍ ⡁ ⣗ ⣗        1348 17 123578 123578 2478 17 1245 1578          
1091   10001000011  mask      ⠍⠁⠎⠅      ⢍⡁⢎⠅      ⢍ ⡁ ⢎ ⠅        1348 17 2348 13                                  
1092   10001000100  mass      ⠍⠁⠎⠎      ⢍⡁⢎⢎      ⢍ ⡁ ⢎ ⢎        1348 17 2348 2348                                
1093   10001000101  master    ⠍⠁⠎⠞⠑⠗    ⢍⡁⢎⠞⣑⣗    ⢍ ⡁ ⢎ ⠞        1348 17 2348 2345 1578 123578                    
1094   10001000110  match     ⠍⠁⠞⠉⠓     ⢍⡁⠞⣉⢓     ⢍ ⡁ ⠞ ⣉        1348 17 2345 1478 1258                           
1095   10001000111  material  ⠍⠁⠞⠑⠗⠊⠁⠇  ⢍⡁⠞⣑⣗⣊⡁⡇  ⢍ ⡁ ⠞ ⣑        1348 17 2345 1578 123578 2478 17 1237            
1096   10001001000  math      ⠍⠁⠞⠓      ⢍⡁⠞⢓      ⢍ ⡁ ⠞ ⢓        1348 17 2345 1258                                
1097   10001001001  matrix    ⠍⠁⠞⠗⠊⠭    ⢍⡁⠞⣗⣊⠭    ⢍ ⡁ ⠞ ⣗        1348 17 2345 123578 2478 1346                    
1098   10001001010  matter    ⠍⠁⠞⠞⠑⠗    ⢍⡁⠞⠞⣑⣗    ⢍ ⡁ ⠞ ⠞        1348 17 2345 2345 1578 123578                    
1099   10001001011  maximum   ⠍⠁⠭⠊⠍⠥⠍   ⢍⡁⠭⣊⢍⢥⢍   ⢍ ⡁ ⠭ ⣊        1348 17 1346 2478 1348 1368 1348                 
1100   10001001100  maze      ⠍⠁⠵⠑      ⢍⡁⠵⣑      ⢍ ⡁ ⠵ ⣑        1348 17 1356 1578                                
1101   10001001101  meadow    ⠍⠑⠁⠙⠕⠺    ⢍⣑⡁⡙⢕⣺    ⢍ ⣑ ⡁ ⡙        1348 1578 17 1457 1358 245678                    
1102   10001001110  mean      ⠍⠑⠁⠝      ⢍⣑⡁⠝      ⢍ ⣑ ⡁ ⠝        1348 1578 17 1345                                
1103   10001001111  measure   ⠍⠑⠁⠎⠥⠗⠑   ⢍⣑⡁⢎⢥⣗⣑   ⢍ ⣑ ⡁ ⢎        1348 1578 17 2348 1368 123578 1578               
1104   10001010000  meat      ⠍⠑⠁⠞      ⢍⣑⡁⠞      ⢍ ⣑ ⡁ ⠞        1348 1578 17 2345                                
1105   10001010001  mechanic  ⠍⠑⠉⠓⠁⠝⠊⠉  ⢍⣑⣉⢓⡁⠝⣊⣉  ⢍ ⣑ ⣉ ⢓        1348 1578 1478 1258 17 1345 2478 1478            
1106   10001010010  medal     ⠍⠑⠙⠁⠇     ⢍⣑⡙⡁⡇     ⢍ ⣑ ⡙ ⡁        1348 1578 1457 17 1237                           
1107   10001010011  media     ⠍⠑⠙⠊⠁     ⢍⣑⡙⣊⡁     ⢍ ⣑ ⡙ ⣊        1348 1578 1457 2478 17                           
1108   10001010100  melody    ⠍⠑⠇⠕⠙⠽    ⢍⣑⡇⢕⡙⢽    ⢍ ⣑ ⡇ ⢕        1348 1578 1237 1358 1457 134568                  
1109   10001010101  melt      ⠍⠑⠇⠞      ⢍⣑⡇⠞      ⢍ ⣑ ⡇ ⠞        1348 1578 1237 2345                              
1110   10001010110  member    ⠍⠑⠍⠃⠑⠗    ⢍⣑⢍⠃⣑⣗    ⢍ ⣑ ⢍ ⠃        1348 1578 1348 12 1578 123578                    
1111   10001010111  memory    ⠍⠑⠍⠕⠗⠽    ⢍⣑⢍⢕⣗⢽    ⢍ ⣑ ⢍ ⢕        1348 1578 1348 1358 123578 134568                
1112   10001011000  mention   ⠍⠑⠝⠞⠊⠕⠝   ⢍⣑⠝⠞⣊⢕⠝   ⢍ ⣑ ⠝ ⠞        1348 1578 1345 2345 2478 1358 1345               
1113   10001011001  menu      ⠍⠑⠝⠥      ⢍⣑⠝⢥      ⢍ ⣑ ⠝ ⢥        1348 1578 1345 1368                              
1114   10001011010  mercy     ⠍⠑⠗⠉⠽     ⢍⣑⣗⣉⢽     ⢍ ⣑ ⣗ ⣉        1348 1578 123578 1478 134568                     
1115   10001011011  merge     ⠍⠑⠗⠛⠑     ⢍⣑⣗⠛⣑     ⢍ ⣑ ⣗ ⠛        1348 1578 123578 1245 1578                       
1116   10001011100  merit     ⠍⠑⠗⠊⠞     ⢍⣑⣗⣊⠞     ⢍ ⣑ ⣗ ⣊        1348 1578 123578 2478 2345                       
1117   10001011101  merry     ⠍⠑⠗⠗⠽     ⢍⣑⣗⣗⢽     ⢍ ⣑ ⣗ ⣗        1348 1578 123578 123578 134568                   
1118   10001011110  mesh      ⠍⠑⠎⠓      ⢍⣑⢎⢓      ⢍ ⣑ ⢎ ⢓        1348 1578 2348 1258                              
1119   10001011111  message   ⠍⠑⠎⠎⠁⠛⠑   ⢍⣑⢎⢎⡁⠛⣑   ⢍ ⣑ ⢎ ⢎        1348 1578 2348 2348 17 1245 1578                 
1120   10001100000  metal     ⠍⠑⠞⠁⠇     ⢍⣑⠞⡁⡇     ⢍ ⣑ ⠞ ⡁        1348 1578 2345 17 1237                           
1121   10001100001  method    ⠍⠑⠞⠓⠕⠙    ⢍⣑⠞⢓⢕⡙    ⢍ ⣑ ⠞ ⢓        1348 1578 2345 1258 1358 1457                    
1122   10001100010  middle    ⠍⠊⠙⠙⠇⠑    ⢍⣊⡙⡙⡇⣑    ⢍ ⣊ ⡙ ⡙        1348 2478 1457 1457 1237 1578                    
1123   10001100011  midnight  ⠍⠊⠙⠝⠊⠛⠓⠞  ⢍⣊⡙⠝⣊⠛⢓⠞  ⢍ ⣊ ⡙ ⠝        1348 2478 1457 1345 2478 1245 1258 2345          
1124   10001100100  milk      ⠍⠊⠇⠅      ⢍⣊⡇⠅      ⢍ ⣊ ⡇ ⠅        1348 2478 1237 13                                
1125   10001100101  million   ⠍⠊⠇⠇⠊⠕⠝   ⢍⣊⡇⡇⣊⢕⠝   ⢍ ⣊ ⡇ ⡇        1348 2478 1237 1237 2478 1358 1345               
1126   10001100110  mimic     ⠍⠊⠍⠊⠉     ⢍⣊⢍⣊⣉     ⢍ ⣊ ⢍ ⣊        1348 2478 1348 2478 1478                         
1127   10001100111  mind      ⠍⠊⠝⠙      ⢍⣊⠝⡙      ⢍ ⣊ ⠝ ⡙        1348 2478 1345 1457                              
1128   10001101000  minimum   ⠍⠊⠝⠊⠍⠥⠍   ⢍⣊⠝⣊⢍⢥⢍   ⢍ ⣊ ⠝ ⣊        1348 2478 1345 2478 1348 1368 1348               
1129   10001101001  minor     ⠍⠊⠝⠕⠗     ⢍⣊⠝⢕⣗     ⢍ ⣊ ⠝ ⢕        1348 2478 1345 1358 123578                       
1130   10001101010  minute    ⠍⠊⠝⠥⠞⠑    ⢍⣊⠝⢥⠞⣑    ⢍ ⣊ ⠝ ⢥        1348 2478 1345 1368 2345 1578                    
1131   10001101011  miracle   ⠍⠊⠗⠁⠉⠇⠑   ⢍⣊⣗⡁⣉⡇⣑   ⢍ ⣊ ⣗ ⡁        1348 2478 123578 17 1478 1237 1578               
1132   10001101100  mirror    ⠍⠊⠗⠗⠕⠗    ⢍⣊⣗⣗⢕⣗    ⢍ ⣊ ⣗ ⣗        1348 2478 123578 123578 1358 123578              
1133   10001101101  misery    ⠍⠊⠎⠑⠗⠽    ⢍⣊⢎⣑⣗⢽    ⢍ ⣊ ⢎ ⣑        1348 2478 2348 1578 123578 134568                
1134   10001101110  miss      ⠍⠊⠎⠎      ⢍⣊⢎⢎      ⢍ ⣊ ⢎ ⢎        1348 2478 2348 2348                              
1135   10001101111  mistake   ⠍⠊⠎⠞⠁⠅⠑   ⢍⣊⢎⠞⡁⠅⣑   ⢍ ⣊ ⢎ ⠞        1348 2478 2348 2345 17 13 1578                   
1136   10001110000  mix       ⠍⠊⠭       ⢍⣊⠭       ⢍ ⣊ ⠭          1348 2478 1346                                   
1137   10001110001  mixed     ⠍⠊⠭⠑⠙     ⢍⣊⠭⣑⡙     ⢍ ⣊ ⠭ ⣑        1348 2478 1346 1578 1457                         
1138   10001110010  mixture   ⠍⠊⠭⠞⠥⠗⠑   ⢍⣊⠭⠞⢥⣗⣑   ⢍ ⣊ ⠭ ⠞        1348 2478 1346 2345 1368 123578 1578             
1139   10001110011  mobile    ⠍⠕⠃⠊⠇⠑    ⢍⢕⠃⣊⡇⣑    ⢍ ⢕ ⠃ ⣊        1348 1358 12 2478 1237 1578                      
1140   10001110100  model     ⠍⠕⠙⠑⠇     ⢍⢕⡙⣑⡇     ⢍ ⢕ ⡙ ⣑        1348 1358 1457 1578 1237                         
1141   10001110101  modify    ⠍⠕⠙⠊⠋⠽    ⢍⢕⡙⣊⢋⢽    ⢍ ⢕ ⡙ ⣊        1348 1358 1457 2478 1248 134568                  
1142   10001110110  mom       ⠍⠕⠍       ⢍⢕⢍       ⢍ ⢕ ⢍          1348 1358 1348                                   
1143   10001110111  moment    ⠍⠕⠍⠑⠝⠞    ⢍⢕⢍⣑⠝⠞    ⢍ ⢕ ⢍ ⣑        1348 1358 1348 1578 1345 2345                    
1144   10001111000  monitor   ⠍⠕⠝⠊⠞⠕⠗   ⢍⢕⠝⣊⠞⢕⣗   ⢍ ⢕ ⠝ ⣊        1348 1358 1345 2478 2345 1358 123578             
1145   10001111001  monkey    ⠍⠕⠝⠅⠑⠽    ⢍⢕⠝⠅⣑⢽    ⢍ ⢕ ⠝ ⠅        1348 1358 1345 13 1578 134568                    
1146   10001111010  monster   ⠍⠕⠝⠎⠞⠑⠗   ⢍⢕⠝⢎⠞⣑⣗   ⢍ ⢕ ⠝ ⢎        1348 1358 1345 2348 2345 1578 123578             
1147   10001111011  month     ⠍⠕⠝⠞⠓     ⢍⢕⠝⠞⢓     ⢍ ⢕ ⠝ ⠞        1348 1358 1345 2345 1258                         
1148   10001111100  moon      ⠍⠕⠕⠝      ⢍⢕⢕⠝      ⢍ ⢕ ⢕ ⠝        1348 1358 1358 1345                              
1149   10001111101  moral     ⠍⠕⠗⠁⠇     ⢍⢕⣗⡁⡇     ⢍ ⢕ ⣗ ⡁        1348 1358 123578 17 1237                         
1150   10001111110  more      ⠍⠕⠗⠑      ⢍⢕⣗⣑      ⢍ ⢕ ⣗ ⣑        1348 1358 123578 1578                            
1151   10001111111  morning   ⠍⠕⠗⠝⠊⠝⠛   ⢍⢕⣗⠝⣊⠝⠛   ⢍ ⢕ ⣗ ⠝        1348 1358 123578 1345 2478 1345 1245             
1152   10010000000  mosquito  ⠍⠕⠎⠟⠥⠊⠞⠕  ⢍⢕⢎⡟⢥⣊⠞⢕  ⢍ ⢕ ⢎ ⡟        1348 1358 2348 123457 1368 2478 2345 1358        
1153   10010000001  mother    ⠍⠕⠞⠓⠑⠗    ⢍⢕⠞⢓⣑⣗    ⢍ ⢕ ⠞ ⢓        1348 1358 2345 1258 1578 123578                  
1154   10010000010  motion    ⠍⠕⠞⠊⠕⠝    ⢍⢕⠞⣊⢕⠝    ⢍ ⢕ ⠞ ⣊        1348 1358 2345 2478 1358 1345                    
1155   10010000011  motor     ⠍⠕⠞⠕⠗     ⢍⢕⠞⢕⣗     ⢍ ⢕ ⠞ ⢕        1348 1358 2345 1358 123578                       
1156   10010000100  mountain  ⠍⠕⠥⠝⠞⠁⠊⠝  ⢍⢕⢥⠝⠞⡁⣊⠝  ⢍ ⢕ ⢥ ⠝        1348 1358 1368 1345 2345 17 2478 1345            
1157   10010000101  mouse     ⠍⠕⠥⠎⠑     ⢍⢕⢥⢎⣑     ⢍ ⢕ ⢥ ⢎        1348 1358 1368 2348 1578                         
1158   10010000110  move      ⠍⠕⠧⠑      ⢍⢕⣧⣑      ⢍ ⢕ ⣧ ⣑        1348 1358 123678 1578                            
1159   10010000111  movie     ⠍⠕⠧⠊⠑     ⢍⢕⣧⣊⣑     ⢍ ⢕ ⣧ ⣊        1348 1358 123678 2478 1578                       
1160   10010001000  much      ⠍⠥⠉⠓      ⢍⢥⣉⢓      ⢍ ⢥ ⣉ ⢓        1348 1368 1478 1258                              
1161   10010001001  muffin    ⠍⠥⠋⠋⠊⠝    ⢍⢥⢋⢋⣊⠝    ⢍ ⢥ ⢋ ⢋        1348 1368 1248 1248 2478 1345                    
1162   10010001010  mule      ⠍⠥⠇⠑      ⢍⢥⡇⣑      ⢍ ⢥ ⡇ ⣑        1348 1368 1237 1578                              
1163   10010001011  multiply  ⠍⠥⠇⠞⠊⠏⠇⠽  ⢍⢥⡇⠞⣊⣏⡇⢽  ⢍ ⢥ ⡇ ⠞        1348 1368 1237 2345 2478 123478 1237 134568      
1164   10010001100  muscle    ⠍⠥⠎⠉⠇⠑    ⢍⢥⢎⣉⡇⣑    ⢍ ⢥ ⢎ ⣉        1348 1368 2348 1478 1237 1578                    
1165   10010001101  museum    ⠍⠥⠎⠑⠥⠍    ⢍⢥⢎⣑⢥⢍    ⢍ ⢥ ⢎ ⣑        1348 1368 2348 1578 1368 1348                    
1166   10010001110  mushroom  ⠍⠥⠎⠓⠗⠕⠕⠍  ⢍⢥⢎⢓⣗⢕⢕⢍  ⢍ ⢥ ⢎ ⢓        1348 1368 2348 1258 123578 1358 1358 1348        
1167   10010001111  music     ⠍⠥⠎⠊⠉     ⢍⢥⢎⣊⣉     ⢍ ⢥ ⢎ ⣊        1348 1368 2348 2478 1478                         
1168   10010010000  must      ⠍⠥⠎⠞      ⢍⢥⢎⠞      ⢍ ⢥ ⢎ ⠞        1348 1368 2348 2345                              
1169   10010010001  mutual    ⠍⠥⠞⠥⠁⠇    ⢍⢥⠞⢥⡁⡇    ⢍ ⢥ ⠞ ⢥        1348 1368 2345 1368 17 1237                      
1170   10010010010  myself    ⠍⠽⠎⠑⠇⠋    ⢍⢽⢎⣑⡇⢋    ⢍ ⢽ ⢎ ⣑        1348 134568 2348 1578 1237 1248                  
1171   10010010011  mystery   ⠍⠽⠎⠞⠑⠗⠽   ⢍⢽⢎⠞⣑⣗⢽   ⢍ ⢽ ⢎ ⠞        1348 134568 2348 2345 1578 123578 134568         
1172   10010010100  myth      ⠍⠽⠞⠓      ⢍⢽⠞⢓      ⢍ ⢽ ⠞ ⢓        1348 134568 2345 1258                            
1173   10010010101  naive     ⠝⠁⠊⠧⠑     ⠝⡁⣊⣧⣑     ⠝ ⡁ ⣊ ⣧        1345 17 2478 123678 1578                         
1174   10010010110  name      ⠝⠁⠍⠑      ⠝⡁⢍⣑      ⠝ ⡁ ⢍ ⣑        1345 17 1348 1578                                
1175   10010010111  napkin    ⠝⠁⠏⠅⠊⠝    ⠝⡁⣏⠅⣊⠝    ⠝ ⡁ ⣏ ⠅        1345 17 123478 13 2478 1345                      
1176   10010011000  narrow    ⠝⠁⠗⠗⠕⠺    ⠝⡁⣗⣗⢕⣺    ⠝ ⡁ ⣗ ⣗        1345 17 123578 123578 1358 245678                
1177   10010011001  nasty     ⠝⠁⠎⠞⠽     ⠝⡁⢎⠞⢽     ⠝ ⡁ ⢎ ⠞        1345 17 2348 2345 134568                         
1178   10010011010  nation    ⠝⠁⠞⠊⠕⠝    ⠝⡁⠞⣊⢕⠝    ⠝ ⡁ ⠞ ⣊        1345 17 2345 2478 1358 1345                      
1179   10010011011  nature    ⠝⠁⠞⠥⠗⠑    ⠝⡁⠞⢥⣗⣑    ⠝ ⡁ ⠞ ⢥        1345 17 2345 1368 123578 1578                    
1180   10010011100  near      ⠝⠑⠁⠗      ⠝⣑⡁⣗      ⠝ ⣑ ⡁ ⣗        1345 1578 17 123578                              
1181   10010011101  neck      ⠝⠑⠉⠅      ⠝⣑⣉⠅      ⠝ ⣑ ⣉ ⠅        1345 1578 1478 13                                
1182   10010011110  need      ⠝⠑⠑⠙      ⠝⣑⣑⡙      ⠝ ⣑ ⣑ ⡙        1345 1578 1578 1457                              
1183   10010011111  negative  ⠝⠑⠛⠁⠞⠊⠧⠑  ⠝⣑⠛⡁⠞⣊⣧⣑  ⠝ ⣑ ⠛ ⡁        1345 1578 1245 17 2345 2478 123678 1578          
1184   10010100000  neglect   ⠝⠑⠛⠇⠑⠉⠞   ⠝⣑⠛⡇⣑⣉⠞   ⠝ ⣑ ⠛ ⡇        1345 1578 1245 1237 1578 1478 2345               
1185   10010100001  neither   ⠝⠑⠊⠞⠓⠑⠗   ⠝⣑⣊⠞⢓⣑⣗   ⠝ ⣑ ⣊ ⠞        1345 1578 2478 2345 1258 1578 123578             
1186   10010100010  nephew    ⠝⠑⠏⠓⠑⠺    ⠝⣑⣏⢓⣑⣺    ⠝ ⣑ ⣏ ⢓        1345 1578 123478 1258 1578 245678                
1187   10010100011  nerve     ⠝⠑⠗⠧⠑     ⠝⣑⣗⣧⣑     ⠝ ⣑ ⣗ ⣧        1345 1578 123578 123678 1578                     
1188   10010100100  nest      ⠝⠑⠎⠞      ⠝⣑⢎⠞      ⠝ ⣑ ⢎ ⠞        1345 1578 2348 2345                              
1189   10010100101  net       ⠝⠑⠞       ⠝⣑⠞       ⠝ ⣑ ⠞          1345 1578 2345                                   
1190   10010100110  network   ⠝⠑⠞⠺⠕⠗⠅   ⠝⣑⠞⣺⢕⣗⠅   ⠝ ⣑ ⠞ ⣺        1345 1578 2345 245678 1358 123578 13             
1191   10010100111  neutral   ⠝⠑⠥⠞⠗⠁⠇   ⠝⣑⢥⠞⣗⡁⡇   ⠝ ⣑ ⢥ ⠞        1345 1578 1368 2345 123578 17 1237               
1192   10010101000  never     ⠝⠑⠧⠑⠗     ⠝⣑⣧⣑⣗     ⠝ ⣑ ⣧ ⣑        1345 1578 123678 1578 123578                     
1193   10010101001  news      ⠝⠑⠺⠎      ⠝⣑⣺⢎      ⠝ ⣑ ⣺ ⢎        1345 1578 245678 2348                            
1194   10010101010  next      ⠝⠑⠭⠞      ⠝⣑⠭⠞      ⠝ ⣑ ⠭ ⠞        1345 1578 1346 2345                              
1195   10010101011  nice      ⠝⠊⠉⠑      ⠝⣊⣉⣑      ⠝ ⣊ ⣉ ⣑        1345 2478 1478 1578                              
1196   10010101100  night     ⠝⠊⠛⠓⠞     ⠝⣊⠛⢓⠞     ⠝ ⣊ ⠛ ⢓        1345 2478 1245 1258 2345                         
1197   10010101101  noble     ⠝⠕⠃⠇⠑     ⠝⢕⠃⡇⣑     ⠝ ⢕ ⠃ ⡇        1345 1358 12 1237 1578                           
1198   10010101110  noise     ⠝⠕⠊⠎⠑     ⠝⢕⣊⢎⣑     ⠝ ⢕ ⣊ ⢎        1345 1358 2478 2348 1578                         
1199   10010101111  nominee   ⠝⠕⠍⠊⠝⠑⠑   ⠝⢕⢍⣊⠝⣑⣑   ⠝ ⢕ ⢍ ⣊        1345 1358 1348 2478 1345 1578 1578               
1200   10010110000  noodle    ⠝⠕⠕⠙⠇⠑    ⠝⢕⢕⡙⡇⣑    ⠝ ⢕ ⢕ ⡙        1345 1358 1358 1457 1237 1578                    
1201   10010110001  normal    ⠝⠕⠗⠍⠁⠇    ⠝⢕⣗⢍⡁⡇    ⠝ ⢕ ⣗ ⢍        1345 1358 123578 1348 17 1237                    
1202   10010110010  north     ⠝⠕⠗⠞⠓     ⠝⢕⣗⠞⢓     ⠝ ⢕ ⣗ ⠞        1345 1358 123578 2345 1258                       
1203   10010110011  nose      ⠝⠕⠎⠑      ⠝⢕⢎⣑      ⠝ ⢕ ⢎ ⣑        1345 1358 2348 1578                              
1204   10010110100  notable   ⠝⠕⠞⠁⠃⠇⠑   ⠝⢕⠞⡁⠃⡇⣑   ⠝ ⢕ ⠞ ⡁        1345 1358 2345 17 12 1237 1578                   
1205   10010110101  note      ⠝⠕⠞⠑      ⠝⢕⠞⣑      ⠝ ⢕ ⠞ ⣑        1345 1358 2345 1578                              
1206   10010110110  nothing   ⠝⠕⠞⠓⠊⠝⠛   ⠝⢕⠞⢓⣊⠝⠛   ⠝ ⢕ ⠞ ⢓        1345 1358 2345 1258 2478 1345 1245               
1207   10010110111  notice    ⠝⠕⠞⠊⠉⠑    ⠝⢕⠞⣊⣉⣑    ⠝ ⢕ ⠞ ⣊        1345 1358 2345 2478 1478 1578                    
1208   10010111000  novel     ⠝⠕⠧⠑⠇     ⠝⢕⣧⣑⡇     ⠝ ⢕ ⣧ ⣑        1345 1358 123678 1578 1237                       
